########################
### CATTUPLES ##########
########################


#######################################################################################################################################
# sample              Effective lumi    Path ##########################################################################################
#######################################################################################################################################
SingleMuon                B        /data2/DATA/cattoflat/Data/v8-0-1/SingleMuon/periodB/
SingleMuon                C        /data2/DATA/cattoflat/Data/v8-0-1/SingleMuon/periodC/
SingleMuon                D        /data2/DATA/cattoflat/Data/v8-0-1/SingleMuon/periodD/
SingleMuon                E        /data2/DATA/cattoflat/Data/v8-0-1/SingleMuon/periodE/
SingleElectron            B        /data2/DATA/cattoflat/Data/v8-0-1/SingleElectron/periodB/
SingleElectron            C        /data2/DATA/cattoflat/Data/v8-0-1/SingleElectron/periodC/
SingleElectron            D        /data2/DATA/cattoflat/Data/v8-0-1/SingleElectron/periodD/
SingleElectron            E        /data2/DATA/cattoflat/Data/v8-0-1/SingleElectron/periodE/
DoubleMuon                B        /data2/DATA/cattoflat/Data/v8-0-1/DoubleMuon/periodB/
DoubleMuon                C        /data2/DATA/cattoflat/Data/v8-0-1/DoubleMuon/periodC/
DoubleMuon                D        /data2/DATA/cattoflat/Data/v8-0-1/DoubleMuon/periodD/
DoubleMuon                E        /data2/DATA/cattoflat/Data/v8-0-1/DoubleMuon/periodE/
DoubleEG                  B        /data2/DATA/cattoflat/Data/v8-0-1/DoubleEG/periodB/
DoubleEG                  C        /data2/DATA/cattoflat/Data/v8-0-1/DoubleEG/periodC/
DoubleEG                  D        /data2/DATA/cattoflat/Data/v8-0-1/DoubleEG/periodD/
DoubleEG                  E        /data2/DATA/cattoflat/Data/v8-0-1/DoubleEG/periodE/
MuonEG                    B        /data2/DATA/cattoflat/Data/v8-0-1/MuonEG/periodB/
MuonEG                    C        /data2/DATA/cattoflat/Data/v8-0-1/MuonEG/periodC/
MuonEG                    D        /data2/DATA/cattoflat/Data/v8-0-1/MuonEG/periodD/
MuonEG                    E        /data2/DATA/cattoflat/Data/v8-0-1/MuonEG/periodE/
SinglePhoton              B        /data2/DATA/cattoflat/Data/v8-0-1/SinglePhoton/periodB/
SinglePhoton              C        /data2/DATA/cattoflat/Data/v8-0-1/SinglePhoton/periodC/
SinglePhoton              D        /data2/DATA/cattoflat/Data/v8-0-1/SinglePhoton/periodD/
SinglePhoton              E        /data2/DATA/cattoflat/Data/v8-0-1/SinglePhoton/periodE/

#### Single lepton skims: SKTrees

SKSingleMuon                B        /data2/CatNtuples/v8-0-1/SKTrees/Data/SingleMuon/periodB/
SKSingleMuon                C        /data2/CatNtuples/v8-0-1/SKTrees/Data/SingleMuon/periodC/
SKSingleMuon                D        /data2/CatNtuples/v8-0-1/SKTrees/Data/SingleMuon/periodD/
SKSingleMuon                E        /data2/CatNtuples/v8-0-1/SKTrees/Data/SingleMuon/periodE/
SKSingleElectron            B        /data2/CatNtuples/v8-0-1/SKTrees/Data/SingleElectron/periodB/
SKSingleElectron            C        /data2/CatNtuples/v8-0-1/SKTrees/Data/SingleElectron/periodC/
SKSingleElectron            D        /data2/CatNtuples/v8-0-1/SKTrees/Data/SingleElectron/periodD/
SKSingleElectron            E        /data2/CatNtuples/v8-0-1/SKTrees/Data/SingleElectron/periodE/
SKDoubleMuon                B        /data2/CatNtuples/v8-0-1/SKTrees/Data/DoubleMuon/periodB/
SKDoubleMuon                C        /data2/CatNtuples/v8-0-1/SKTrees/Data/DoubleMuon/periodC/
SKDoubleMuon                D        /data2/CatNtuples/v8-0-1/SKTrees/Data/DoubleMuon/periodD/
SKDoubleMuon                E        /data2/CatNtuples/v8-0-1/SKTrees/Data/DoubleMuon/periodE/
SKDoubleEG                  B        /data2/CatNtuples/v8-0-1/SKTrees/Data/DoubleEG/periodB/
SKDoubleEG                  C        /data2/CatNtuples/v8-0-1/SKTrees/Data/DoubleEG/periodC/
SKDoubleEG                  D        /data2/CatNtuples/v8-0-1/SKTrees/Data/DoubleEG/periodD/
SKDoubleEG                  E        /data2/CatNtuples/v8-0-1/SKTrees/Data/DoubleEG/periodE/
SKMuonEG                    B        /data2/CatNtuples/v8-0-1/SKTrees/Data/MuonEG/periodB/
SKMuonEG                    C        /data2/CatNtuples/v8-0-1/SKTrees/Data/MuonEG/periodC/
SKMuonEG                    D        /data2/CatNtuples/v8-0-1/SKTrees/Data/MuonEG/periodD/
SKMuonEG                    E        /data2/CatNtuples/v8-0-1/SKTrees/Data/MuonEG/periodE/
SKSinglePhoton              B        /data2/CatNtuples/v8-0-1/SKTrees/Data/SinglePhoton/periodB/
SKSinglePhoton              C        /data2/CatNtuples/v8-0-1/SKTrees/Data/SinglePhoton/periodC/
SKSinglePhoton              D        /data2/CatNtuples/v8-0-1/SKTrees/Data/SinglePhoton/periodD/
SKSinglePhoton              E        /data2/CatNtuples/v8-0-1/SKTrees/Data/SinglePhoton/periodE/

#### Single dilepton skims: SKTrees

SKSingleMuon_dilep                B        /data2/CatNtuples/v8-0-1/SKTrees/DataDiLep/SingleMuon/periodB/
SKSingleMuon_dilep                C        /data2/CatNtuples/v8-0-1/SKTrees/DataDiLep/SingleMuon/periodC/
SKSingleMuon_dilep                D        /data2/CatNtuples/v8-0-1/SKTrees/DataDiLep/SingleMuon/periodD/
SKSingleMuon_dilep                E        /data2/CatNtuples/v8-0-1/SKTrees/DataDiLep/SingleMuon/periodE/
SKSingleElectron_dilep            B        /data2/CatNtuples/v8-0-1/SKTrees/DataDiLep/SingleElectron/periodB/
SKSingleElectron_dilep            C        /data2/CatNtuples/v8-0-1/SKTrees/DataDiLep/SingleElectron/periodC/
SKSingleElectron_dilep            D        /data2/CatNtuples/v8-0-1/SKTrees/DataDiLep/SingleElectron/periodD/
SKSingleElectron_dilep            E        /data2/CatNtuples/v8-0-1/SKTrees/DataDiLep/SingleElectron/periodE/
SKDoubleMuon_dilep                B        /data2/CatNtuples/v8-0-1/SKTrees/DataDiLep/DoubleMuon/periodB/
SKDoubleMuon_dilep                C        /data2/CatNtuples/v8-0-1/SKTrees/DataDiLep/DoubleMuon/periodC/
SKDoubleMuon_dilep                D        /data2/CatNtuples/v8-0-1/SKTrees/DataDiLep/DoubleMuon/periodD/
SKDoubleMuon_dilep                E        /data2/CatNtuples/v8-0-1/SKTrees/DataDiLep/DoubleMuon/periodE/
SKDoubleEG_dilep                  B        /data2/CatNtuples/v8-0-1/SKTrees/DataDiLep/DoubleEG/periodB/
SKDoubleEG_dilep                  C        /data2/CatNtuples/v8-0-1/SKTrees/DataDiLep/DoubleEG/periodC/
SKDoubleEG_dilep                  D        /data2/CatNtuples/v8-0-1/SKTrees/DataDiLep/DoubleEG/periodD/
SKDoubleEG_dilep                  E        /data2/CatNtuples/v8-0-1/SKTrees/DataDiLep/DoubleEG/periodE/
SKMuonEG_dilep                    B        /data2/CatNtuples/v8-0-1/SKTrees/DataDiLep/MuonEG/periodB/
SKMuonEG_dilep                    C        /data2/CatNtuples/v8-0-1/SKTrees/DataDiLep/MuonEG/periodC/
SKMuonEG_dilep                    D        /data2/CatNtuples/v8-0-1/SKTrees/DataDiLep/MuonEG/periodD/
SKMuonEG_dilep                    E        /data2/CatNtuples/v8-0-1/SKTrees/DataDiLep/MuonEG/periodE/
SKSinglePhoton_dilep              B        /data2/CatNtuples/v8-0-1/SKTrees/DataDiLep/SinglePhoton/periodB/
SKSinglePhoton_dilep              C        /data2/CatNtuples/v8-0-1/SKTrees/DataDiLep/SinglePhoton/periodC/
SKSinglePhoton_dilep              D        /data2/CatNtuples/v8-0-1/SKTrees/DataDiLep/SinglePhoton/periodD/
SKSinglePhoton_dilep              E        /data2/CatNtuples/v8-0-1/SKTrees/DataDiLep/SinglePhoton/periodE/
SKSingleMuon_trilep                B        /data2/CatNtuples/v8-0-1/SKTrees/DataTriLep/SingleMuon/periodB/
SKSingleMuon_trilep                C        /data2/CatNtuples/v8-0-1/SKTrees/DataTriLep/SingleMuon/periodC/
SKSingleMuon_trilep                D        /data2/CatNtuples/v8-0-1/SKTrees/DataTriLep/SingleMuon/periodD/
SKSingleMuon_trilep                E        /data2/CatNtuples/v8-0-1/SKTrees/DataTriLep/SingleMuon/periodE/
SKSingleElectron_trilep            B        /data2/CatNtuples/v8-0-1/SKTrees/DataTriLep/SingleElectron/periodB/
SKSingleElectron_trilep            C        /data2/CatNtuples/v8-0-1/SKTrees/DataTriLep/SingleElectron/periodC/
SKSingleElectron_trilep            D        /data2/CatNtuples/v8-0-1/SKTrees/DataTriLep/SingleElectron/periodD/
SKSingleElectron_trilep            E        /data2/CatNtuples/v8-0-1/SKTrees/DataTriLep/SingleElectron/periodE/
SKDoubleMuon_trilep                B        /data2/CatNtuples/v8-0-1/SKTrees/DataTriLep/DoubleMuon/periodB/
SKDoubleMuon_trilep                C        /data2/CatNtuples/v8-0-1/SKTrees/DataTriLep/DoubleMuon/periodC/
SKDoubleMuon_trilep                D        /data2/CatNtuples/v8-0-1/SKTrees/DataTriLep/DoubleMuon/periodD/
SKDoubleMuon_trilep                E        /data2/CatNtuples/v8-0-1/SKTrees/DataTriLep/DoubleMuon/periodE/
SKDoubleEG_trilep                  B        /data2/CatNtuples/v8-0-1/SKTrees/DataTriLep/DoubleEG/periodB/
SKDoubleEG_trilep                  C        /data2/CatNtuples/v8-0-1/SKTrees/DataTriLep/DoubleEG/periodC/
SKDoubleEG_trilep                  D        /data2/CatNtuples/v8-0-1/SKTrees/DataTriLep/DoubleEG/periodD/
SKDoubleEG_trilep                  E        /data2/CatNtuples/v8-0-1/SKTrees/DataTriLep/DoubleEG/periodE/
SKMuonEG_trilep                    B        /data2/CatNtuples/v8-0-1/SKTrees/DataTriLep/MuonEG/periodB/
SKMuonEG_trilep                    C        /data2/CatNtuples/v8-0-1/SKTrees/DataTriLep/MuonEG/periodC/
SKMuonEG_trilep                    D        /data2/CatNtuples/v8-0-1/SKTrees/DataTriLep/MuonEG/periodD/
SKMuonEG_trilep                    E        /data2/CatNtuples/v8-0-1/SKTrees/DataTriLep/MuonEG/periodE/
SKSinglePhoton_trilep              B        /data2/CatNtuples/v8-0-1/SKTrees/DataTriLep/SinglePhoton/periodB/
SKSinglePhoton_trilep              C        /data2/CatNtuples/v8-0-1/SKTrees/DataTriLep/SinglePhoton/periodC/
SKSinglePhoton_trilep              D        /data2/CatNtuples/v8-0-1/SKTrees/DataTriLep/SinglePhoton/periodD/
SKSinglePhoton_trilep              E        /data2/CatNtuples/v8-0-1/SKTrees/DataTriLep/SinglePhoton/periodE/
